order_id,customer_id,order_date,delivery_date,customer_segment,region,country,city,ev_model,battery_capacity_kwh,range_km,charging_type,autopilot_package,purchase_channel,base_price_usd,incentives_usd,final_price_usd,warranty_years,service_plan,customer_age,satisfaction_score,issues_reported,returned,energy_consumption_kwh_per_100km,mileage_after_1_year_km,maintenance_cost_year1_usd
502067,1476,26-Nov-22,12/12/2022,  Corporate  ,  East  ,singapore,  Singapore  ,VoltX S,100,629,  AC  ,No,Dealership,48680,0,48590,4,Standard,68,9,Charging,No,18.8,22870,700.88
502068,1317,24/6/2022,12/7/2022,  Personal  ,North,  Malaysia  ,PENANG,EcoRide 3,50,321,DC FAST,No,CORPORATE FLEET,61680,0,62760,5,  Premium  ,40,10,none,No,18.3,9420,570.09
502069,1244,09-28-2024,6-Oct-24,,West,  Thailand  ,  Bangkok  ,EcoRide 3,75 kWh,417,  Supercharger  ,Yes,  Online  ,"50,540",0,"48,830",6,premium,54,4.2,charging,No,15.3,13780 km,628.23
502070,1747,25/3/2023,31/3/2023,fleet,south,  Vietnam  ,hanoi,FamilyEV XL,100,627,  Supercharger  ,Yes,Online,45110,2500,42800,3,STANDARD,47,8.2,none,No,14.3,23970,134.87
502071,1696,3/8/2024,08-20-2024,  Fleet  ,south,Singapore,singapore,VoltX S,100,556,Supercharger,No,  Online  ,42750,2500,41010,5,  Standard  ,55,8.8,NONE,No,20,14570,648.78
502072,1271,21-May-22,24-May-22,personal,  South  ,Malaysia,PENANG,EcoRide 3,100,629,  DC Fast  ,Yes,online,57720,1000,57150,7,  Premium  ,52,9.1,None,No,13.5,23640,463.42
502073,2463,28/1/2024,6-Feb-24,  Corporate  ,West,MALAYSIA,  Shah Alam  ,EcoRide 5,,376,  Home Charger  ,No,  Online  ,"50,650",1000,"51,720",5,,61,6,None,No,15.8,"30,750",272.2
502074,2771,18/7/2024,1/8/2024,fleet,NORTH,Indonesia,  Surabaya  ,VoltX S,100,586,supercharger,Yes,DEALERSHIP,41390,2500,37280,7,standard,40,8.3,CHARGING,No,,25310,640.25
502075,2262,4/3/2022,15/4/2022,Personal,EAST,THAILAND,BANGKOK,EcoRide 5,70,363,AC,No,online,40390,1000,38210,7,standard,65,9.5,software,No,24.2,15130,662.23
502076,1376,27/8/2022,3/9/2022,  Personal  ,North,SINGAPORE,  Singapore  ,EcoRide 5,60,339,  DC Fast  ,No,DEALERSHIP,40350,5000,35530,5,Standard,33,10,Software,No,19.2,23200,484.65
502077,1265,24-Jul-22,7-Aug-22,personal,  East  ,Malaysia,Johor Bahru,EcoRide 3,60,326,DC Fast,Yes,online,48580,1000,48510,5,  Standard  ,26,8,MOTOR,No,15,27190,572.57
502078,1925,14-Jul-23,3-Aug-23,Corporate,West,  Singapore  ,SINGAPORE,EcoRide 3,100,626,SUPERCHARGER,No,online,34370,0,34430,6,STANDARD,67,3.65,  None  ,No,16.9,16920,467.65
502079,1920,2/9/2022,14/9/2022,FLEET,  South  ,MALAYSIA,PENANG,FamilyEV XL,75,453,AC,Yes,Online,41420,0,42740,7,Standard,26,8.2,NONE,No,16.3,14440,
502080,2382,4/11/2024,19/4/2024,corporate,South,VIETNAM,Hanoi,FamilyEV XL,90,523,dc fast,Yes,online,47080,2500,44000,6,,56,7,  Battery  ,No,18,21370,471.14
502081,1339,13-Jul-24,07-27-2024,Personal,west,  Indonesia  ,Surabaya,VoltX S,60,363,AC,No,online,45190,1000,43920,4,STANDARD,40,10,  Charging  ,No,20,32850,739.97
502082,1388,22-Oct-22,31-Oct-22,  Personal  ,EAST,,kuala lumpur,FamilyEV XL,70,397,  AC  ,No,  Dealership  ,41820,0,42580,6,Standard,37,8.7,Other,No,15.1,15110,742.82
502083,1576,10/2/2023,22/10/2023,  Personal  ,,SINGAPORE,  Singapore  ,VoltX Pro,75,460,  DC Fast  ,No,  Dealership  ,49860,1000,48510,8,STANDARD,51,7.9,  None  ,No,17.6,18940,334.9
502084,2712,5-May-24,9-May-24,personal,  East  ,malaysia,JOHOR BAHRU,VoltX S,100,597,Supercharger,No,online,49830,1000,49770,5,Extended,55,9.7,charging,No,19.9,13660,547.9
502085,1002,17-Jan-22,29-Jan-22,  Fleet  ,east,singapore,,EcoRide 5,75,518,DC FAST,Yes,dealership,43480,2500,41670,6,  Standard  ,57,6.3,  Charging  ,No,13.4,16730,515.34
502086,2452,12-Mar-22,03-29-2022,  Corporate  ,North,Indonesia,Jakarta,FamilyEV XL,75,499,DC Fast,Yes,Online,41280,0,40860,5,STANDARD,45,2.45,  None  ,No,16.6,200000,598.85
502087,2165,11/1/2022,15/11/2022,Personal,WEST,Singapore,singapore,FamilyEV XL,50,319,DC Fast,Yes,online,51050,2500,48850,4,STANDARD,43,8.6,,No,15.9,20970,510.42
502088,1375,27/10/2024,15-Nov-24,PERSONAL,  South  ,MALAYSIA,kuala lumpur,FamilyEV XL,90,551,DC Fast,Yes,Dealership,43890,1000,42410,5,premium,37,9.6,None,No,16.9,3000,644.44
502089,2693,27-Mar-24,2-Apr-24,Personal,north,malaysia,PENANG,EcoRide 3,100,617,dc fast,No,CORPORATE FLEET,45100,1000,43210,4,extended,43,7.8,NONE,No,10.3,20380,417.23
502090,1323,31-Mar-24,9/4/2024,personal,  West  ,  Indonesia  ,jakarta,EcoRide 5,90 kWh,585,ac,No,dealership,"50,480",2500,"47,590",6,  Standard  ,59,3.5,  Charging  ,No,,34350 km,720.67
502091,1145,12/7/2022,23/7/2022,PERSONAL,SOUTH,thailand,  Chiang Mai  ,FamilyEV XL,,367,ac,Yes,ONLINE,37300,2500,34620,5,premium,59,6.6,  Software  ,No,10.7,23000,
502092,2981,13-Jun-23,4-Jul-23,Personal,North,Singapore,Singapore,UrbanEV,90,553,SUPERCHARGER,No,CORPORATE FLEET,41370,2500,38980,3,  Standard  ,57,6.1,None,No,13.8,20290,538.5
502093,1292,20/6/2022,29/6/2022,,East,Malaysia,KUALA LUMPUR,UrbanEV,80,462,DC FAST,No,  Dealership  ,43170,1000,42060,3,  Standard  ,27,4.5,Charging,No,17.4,18020,633.13
502094,2688,9/8/2022,12/9/2022,Personal,west,  Malaysia  ,Shah Alam,EcoRide 5,70,401,SUPERCHARGER,Yes,DEALERSHIP,58350,7500,49090,4,Extended,45,9.2,None,No,18.2,15530,543.46
502095,1431,06-25-2023,3/7/2023,PERSONAL,WEST,VIETNAM,Ho Chi Minh City,FamilyEV XL,60 kWh,357,  DC Fast  ,Yes,  Corporate Fleet  ,"36,230",1000,"36,220",6,Extended,64,4.7,,No,15.8,22750 km,100
502096,1704,20-Feb-23,3/12/2023,personal,  West  ,singapore,Singapore,VoltX Pro,100,495,AC,No,dealership,45280,1000,42580,4,Extended,47,4,NONE,No,10.7,25160,559.82
502097,1948,4-Mar-24,12/3/2024,Fleet,,  Singapore  ,singapore,VoltX Pro,90,539,SUPERCHARGER,No,Dealership,38790,1000,37980,4,STANDARD,69,6.3,Software,No,15.2,34170,637.87
502098,2998,25/1/2022,2/9/2022,  Personal  ,north,Singapore,SINGAPORE,VoltX S,,413,  AC  ,Yes,Dealership,61160,0,60420,7,extended,,6.9,Charging,No,13.2,16810,559.59
502099,1584,10-30-2023,20/11/2023,Government,SOUTH,indonesia,Jakarta,VoltX S,100,635,HOME CHARGER,No,online,46870,2500,44520,5,STANDARD,35,4.45,  None  ,No,16.2,31080,688.26
502100,1398,24-Sep-23,09-28-2023,  Personal  ,West,  Malaysia  ,SHAH ALAM,FamilyEV XL,100,649,  AC  ,No,dealership,38330,1000,37110,5,  Standard  ,28,6.4,other,No,17.3,30810,734.38
502101,1816,05-20-2023,6/3/2023,Personal,SOUTH,MALAYSIA,penang,VoltX S,60,422,dc fast,Yes,ONLINE,33480,7500,26330,5,  Extended  ,28,7.8,software,No,12.2,19170,361.04
502102,2912,2/12/2022,19-Dec-22,personal,East,thailand,chiang mai,EcoRide 3,80,499,AC,Yes,corporate fleet,49280,0,49800,4,  Premium  ,39,6.5,  None  ,No,15.8,16890,157.21
502103,2367,3/1/2023,17/3/2023,PERSONAL,  East  ,THAILAND,CHIANG MAI,VoltX Pro,70 kWh,424,home charger,No,dealership,"46,350",2500,"44,890",4,standard,52,7,BATTERY,No,10.4,"11,950",260.08
502104,1963,14-May-23,22/5/2023,CORPORATE,SOUTH,THAILAND,BANGKOK,EcoRide 5,80,462,Home Charger,No,  Dealership  ,49450,2500,47720,5,  Extended  ,60,6.3,CHARGING,No,16.4,22230,514.27
502105,2163,8/4/2024,24/8/2024,PERSONAL,west,indonesia,  Jakarta  ,FamilyEV XL,70,391,AC,No,Dealership,37950,5000,32990,5,extended,32,8,  None  ,No,16.4,19990,622.58
502106,1186,09-22-2023,29/9/2023,Corporate,East,  Malaysia  ,johor bahru,FamilyEV XL,50,318,  AC  ,Yes,dealership,58080,0,59020,5,  Premium  ,48,5.8,none,No,12.5,29500,475.02
502107,2828,19-Dec-23,8/1/2024,Corporate,  South  ,Malaysia,PENANG,UrbanEV,100 kWh,599,ac,Yes,Online,"45,570",7500,"37,560",6,STANDARD,58,6.9,None,Yes,12.7,24470 km,223.41
502108,1060,5/12/2022,10/12/2022,PERSONAL,west,VIETNAM,,VoltX Pro,50,308,Supercharger,Yes,dealership,47970,5000,44650,5,EXTENDED,39,4.65,  Charging  ,No,,8130,559.37
502109,1938,21-Oct-23,10-26-2023,personal,South,singapore,singapore,VoltX Pro,70,421,AC,Yes,dealership,49370,7500,41280,3,extended,47,4.8,  Motor  ,No,18,21550,502.27
502110,2403,08-19-2024,31/8/2024,  Fleet  ,NORTH,  Thailand  ,  Chiang Mai  ,VoltX Pro,70,421,  DC Fast  ,No,  Online  ,45720,5000,40250,6,Standard,,9,None,No,14.9,24150,532.18
502111,1709,5/3/2023,03-26-2023,personal,east,THAILAND,CHIANG MAI,VoltX S,80,487,  AC  ,Yes,online,54140,5000,47320,5,standard,38,10,MOTOR,No,16,20390,861.93
502112,1806,17/6/2024,06-22-2024,Fleet,West,Singapore,Singapore,EcoRide 3,100,617,  Supercharger  ,Yes,dealership,41290,2500,38120,7,STANDARD,26,6,None,No,13.4,28230,
502113,2463,19-May-22,2-Jun-22,personal,West,Malaysia,  Penang  ,EcoRide 5,90,574,DC Fast,Yes,ONLINE,52160,5000,46890,7,Premium,59,7.9,NONE,No,17.7,18050,473.21
502114,2342,30-Jul-24,17/8/2024,  Personal  ,West,Indonesia,SURABAYA,VoltX S,100,551,Supercharger,No,Online,54330,2500,51560,4,,67,4.05,  Charging  ,No,16.7,29260,234.78
502115,2325,26/6/2023,07-15-2023,Personal,  East  ,  Indonesia  ,JAKARTA,EcoRide 3,75,468,Supercharger,No,online,52260,2500,51440,8,  Standard  ,31,10,  None  ,Yes,19.2,18120,768.96
502116,2367,02-26-2022,7/3/2022,personal,SOUTH,Thailand,Bangkok,VoltX Pro,70 kWh,384,AC,No,ONLINE,"55,040",2500,"53,120",7,STANDARD,,7.6,  None  ,No,20.1,19690 km,146.7
502117,1010,20/10/2023,4/11/2023,  Corporate  ,  West  ,Singapore,  Singapore  ,EcoRide 3,60,377,DC FAST,No,  Dealership  ,39890,7500,33330,8,EXTENDED,46,9.2,  None  ,No,21,35640,443.68
502118,2085,11/3/2023,15/3/2023,  Personal  ,  West  ,malaysia,  Johor Bahru  ,VoltX S,60,368,DC Fast,No,Corporate Fleet,48480,0,48480,6,EXTENDED,52,,None,No,19.6,12770,
502119,2868,19-Jan-23,25/1/2023,corporate,North,  Malaysia  ,KUALA LUMPUR,VoltX Pro,60,358,  DC Fast  ,Yes,  Dealership  ,"47,920",5000,"42,220",7,STANDARD,56,8.2,  Battery  ,No,16.4,"22,660",418.4
502120,1225,14/7/2023,26/7/2023,  Personal  ,  North  ,MALAYSIA,Shah Alam,VoltX S,50,299,  AC  ,No,  Online  ,45520,1000,46700,6,Standard,31,7.3,none,No,12.9,24440,481.87
502121,2176,13-Jul-22,22/7/2022,  Personal  ,West,Malaysia,PENANG,EcoRide 5,90,545,  Supercharger  ,Yes,DEALERSHIP,49390,1000,48290,7,Premium,46,7.4,Software,Yes,16.1,17690,236.91
502122,2734,18/6/2023,7/7/2023,  Personal  ,  West  ,Vietnam,Hanoi,VoltX Pro,80,515,home charger,No,dealership,53450,0,54090,5,Standard,67,5.4,BATTERY,No,16.9,25280,100
502123,1563,2/6/2023,10/6/2023,personal,WEST,Indonesia,JAKARTA,EcoRide 3,90,576,HOME CHARGER,No,DEALERSHIP,39940,1000,37990,7,standard,26,7.3,none,No,18.2,27150,306.76
502124,1771,12-17-2023,7/1/2024,PERSONAL,  West  ,THAILAND,Chiang Mai,VoltX S,50,318,supercharger,No,DEALERSHIP,36550,7500,27880,5,  Extended  ,32,5.9,Software,No,15.3,23960,229.24
502125,2594,21-Jan-24,28/1/2024,  Personal  ,  East  ,SINGAPORE,SINGAPORE,UrbanEV,,492,  DC Fast  ,Yes,ONLINE,"43,560",1000,"44,060",6,  Extended  ,31,9.2,Other,No,13.4,23370 km,308.62
502126,2607,4/7/2022,07-16-2022,corporate,east,MALAYSIA,Shah Alam,EcoRide 3,90,561,  AC  ,No,Dealership,27610,2500,25540,7,EXTENDED,62,5.7,None,No,17.8,25660,443.44
502127,2683,19/10/2022,30/10/2022,  Personal  ,East,vietnam,HANOI,EcoRide 3,100,504,  AC  ,No,DEALERSHIP,44510,0,44290,5,  Standard  ,45,,none,No,24.3,16730,804.31
502128,2884,1/2/2024,17/1/2024,Personal,North,MALAYSIA,  Shah Alam  ,VoltX Pro,60,309,DC Fast,No,Dealership,55010,5000,49820,3,PREMIUM,67,9.7,Charging,No,21.3,17580,380.23
502129,2598,26/4/2022,17/5/2022,Corporate,  East  ,Malaysia,Johor Bahru,FamilyEV XL,70,451,AC,Yes,DEALERSHIP,35040,5000,29000,4,STANDARD,46,9.1,  None  ,No,20.6,25240,393.98
502130,2333,4/4/2024,12/4/2024,  Corporate  ,east,  Singapore  ,singapore,EcoRide 3,60,325,AC,Yes,  Online  ,42080,1000,40520,8,Standard,59,7.3,none,No,15.9,19420,479.08
502131,1884,8/12/2024,14-Dec-24,PERSONAL,east,  Indonesia  ,jakarta,VoltX S,,534,  Home Charger  ,Yes,DEALERSHIP,"37,040",1000,"36,470",7,extended,42,9.1,  None  ,No,14.7,"21,650",632.38
502132,2266,16/11/2023,21/11/2023,  Personal  ,EAST,indonesia,Surabaya,UrbanEV,70,459,HOME CHARGER,Yes,  Dealership  ,47780,1000,46830,5,Standard,33,4,  None  ,No,19.3,4330,612.3
502133,2516,23/3/2022,28/3/2022,corporate,South,malaysia,,EcoRide 5,100,623,Home Charger,No,Online,49460,1000,49210,8,EXTENDED,26,7.3,none,Yes,20.8,26700,116.23
502134,2389,13-Apr-24,04-19-2024,  Fleet  ,  North  ,indonesia,SURABAYA,UrbanEV,80,492,  AC  ,No,DEALERSHIP,45150,1000,,4,  Standard  ,66,3.75,NONE,No,16.2,31280,
502135,2353,29/11/2022,6-Dec-22,  Personal  ,  South  ,  Malaysia  ,  Penang  ,VoltX S,75,448,home charger,Yes,Online,40210,7500,32880,4,  Standard  ,66,8.7,NONE,No,15.2,26280,721.55
502136,2130,11/7/2023,21-Jul-23,  Personal  ,NORTH,  Malaysia  ,penang,VoltX Pro,70,424,AC,No,ONLINE,46330,5000,42110,5,Standard,41,5.7,none,No,15.4,27360,395.73
502137,1225,12/1/2022,12-19-2022,CORPORATE,  North  ,INDONESIA,surabaya,VoltX S,50,287,DC FAST,Yes,online,53660,1000,50450,5,Extended,64,7.2,software,No,17.6,28480,692.62
502138,1824,06-16-2023,21-Jun-23,personal,West,  Indonesia  ,jakarta,FamilyEV XL,60,348,  DC Fast  ,Yes,Online,"51,230",7500,"42,700",5,premium,44,8.6,,No,16.8,"20,710",643.44
502139,1217,8/9/2022,23/8/2022,government,north,  Thailand  ,CHIANG MAI,FamilyEV XL,100,603,  DC Fast  ,No,Online,42150,0,,6,  Standard  ,30,7.2,None,No,17,15770,100
502140,1936,27/9/2023,7/10/2023,PERSONAL,,thailand,bangkok,FamilyEV XL,100,609,Home Charger,No,DEALERSHIP,42730,1000,43030,4,PREMIUM,35,6.1,NONE,No,,25650,168.72
502141,1752,11-19-2022,12/4/2022,corporate,  East  ,Indonesia,SURABAYA,EcoRide 3,60,356,ac,No,  Online  ,42540,2500,40110,6,PREMIUM,29,6.7,  Software  ,No,19.6,29460,433.36
502142,1505,3/1/2022,9/1/2022,personal,East,  Indonesia  ,JAKARTA,VoltX Pro,90,459,dc fast,Yes,Dealership,48430,0,,5,STANDARD,34,,  None  ,No,16.5,14410,580.1
502143,1258,25/7/2022,10/8/2022,personal,North,  Indonesia  ,SURABAYA,FamilyEV XL,90,,AC,Yes,  Dealership  ,35330,0,36460,8,PREMIUM,47,8.7,CHARGING,No,17,27030,446.51
502144,2911,9-Feb-22,25/2/2022,  Corporate  ,WEST,Thailand,bangkok,EcoRide 5,90,574,  Home Charger  ,Yes,ONLINE,48800,1000,47690,6,EXTENDED,57,4.8,NONE,No,20,24020,461.01
502145,2797,28-Feb-22,15/3/2022,Personal,West,vietnam,ho chi minh city,EcoRide 5,100,592,DC FAST,Yes,corporate fleet,41210,2500,38060,5,,64,9.2,  None  ,No,18.6,21230,506.95
502146,2540,8-Aug-24,08-16-2024,personal,  North  ,VIETNAM,Hanoi,VoltX S,90,575,Supercharger,Yes,dealership,,5000,38320,4,premium,60,9.2,NONE,No,21.9,20150,479.83
502147,2796,28/7/2023,16/8/2023,  Personal  ,south,malaysia,  Penang  ,FamilyEV XL,60,351,SUPERCHARGER,No,  Dealership  ,39890,2500,37820,8,  Premium  ,63,5.1,CHARGING,No,19,23910,493.46
502148,1053,6/10/2023,12-Oct-23,Personal,West,  Indonesia  ,,EcoRide 3,70,429,supercharger,Yes,dealership,50120,2500,46490,3,,58,9.1,NONE,No,17.8,17500,100
502149,2070,22/4/2024,2/5/2024,personal,west,  Singapore  ,Singapore,EcoRide 5,80,418,DC FAST,Yes,Dealership,40850,2500,39920,4,Extended,41,7.2,  Software  ,No,15.5,43180,437.69
502150,1726,11-Sep-23,30/9/2023,,  East  ,MALAYSIA,JOHOR BAHRU,UrbanEV,70 kWh,427,ac,No,corporate fleet,"38,280",1000,"35,390",3,standard,50,2.9,  None  ,No,12.3,12700 km,435.86
502151,1688,6-Apr-22,11/4/2022,personal,  North  ,thailand,chiang mai,VoltX Pro,50,294,DC Fast,No,Online,40950,5000,,8,  Standard  ,51,8.8,,No,20.2,4170,286.5
502152,2544,06-16-2024,5/7/2024,  Personal  ,South,Malaysia,shah alam,UrbanEV,60,365,Home Charger,No,DEALERSHIP,37430,2500,36600,7,Standard,27,8.3,None,No,20.2,24040,346.78
502153,2122,21/12/2024,1/1/2025,personal,east,SINGAPORE,SINGAPORE,EcoRide 5,70,468,supercharger,No,dealership,51030,0,51150,8,standard,,9.3,none,No,21.1,22620,166.33
502154,2043,15/7/2023,19/7/2023,FLEET,north,  Indonesia  ,Jakarta,EcoRide 5,60,360,AC,Yes,  Corporate Fleet  ,37280,0,35230,6,Premium,32,7.2,NONE,No,13.3,25740,577.19
502155,2913,23/6/2024,8/7/2024,CORPORATE,  South  ,malaysia,johor bahru,VoltX S,100,582,AC,Yes,ONLINE,44700,7500,38690,3,  Premium  ,41,8,none,No,18.1,3000,269.46
502156,2776,14/12/2022,18/12/2022,,East,singapore,Singapore,VoltX S,50,291,DC FAST,No,Dealership,"40,450",0,"39,970",7,  Premium  ,25,5.3,  None  ,Yes,15,"9,170",475.84
502157,2596,11/2/2023,11-15-2023,personal,SOUTH,Vietnam,hanoi,FamilyEV XL,,543,SUPERCHARGER,No,  Online  ,55980,5000,51760,5,STANDARD,31,10,NONE,No,16.7,18880,401.85
502158,2914,13-Nov-22,11-30-2022,Corporate,WEST,Singapore,singapore,VoltX Pro,75,462,AC,No,Corporate Fleet,47960,0,48380,5,  Extended  ,60,6,Software,No,12.3,28150,462.96
502159,2513,12-20-2023,2-Jan-24,PERSONAL,west,Malaysia,,FamilyEV XL,75,466,  Supercharger  ,Yes,  Dealership  ,40600,2500,38080,4,  Extended  ,27,6.8,SOFTWARE,No,15,9280,682.06
502160,1418,7/12/2024,12/12/2024,  Corporate  ,  South  ,SINGAPORE,Singapore,VoltX S,75,452,  Home Charger  ,Yes,dealership,46200,1000,43140,4,  Standard  ,43,3.25,NONE,No,16.7,25140,353.31
502161,1689,7-Sep-22,12/9/2022,corporate,  West  ,SINGAPORE,singapore,EcoRide 3,60,382,DC FAST,No,DEALERSHIP,38630,5000,34040,6,Standard,66,8.3,NONE,No,18.2,20280,479.99
502162,1849,10-Nov-22,24/11/2022,CORPORATE,north,thailand,BANGKOK,VoltX Pro,70,446,  AC  ,Yes,Dealership,49700,2500,47940,4,STANDARD,51,3.35,NONE,No,19.2,23110,627.61
502163,1061,17-Mar-24,24/3/2024,Personal,West,  Indonesia  ,  Surabaya  ,EcoRide 3,60,362,Home Charger,No,  Dealership  ,46170,0,44570,4,Premium,27,4.8,NONE,No,21.8,21820,530.81
502164,2168,04-30-2023,9/5/2023,Corporate,NORTH,singapore,SINGAPORE,FamilyEV XL,100,623,DC Fast,No,DEALERSHIP,47930,1000,48600,6,,58,8.5,NONE,No,16.6,21870,341.15
502165,1215,02-13-2022,22-Feb-22,CORPORATE,NORTH,indonesia,jakarta,VoltX S,80,550,DC Fast,No,DEALERSHIP,38320,1000,36930,4,Premium,29,5.8,  None  ,No,15.6,21840,189.91
502166,1002,25/7/2023,9/8/2023,  Fleet  ,EAST,Singapore,singapore,VoltX Pro,100,,DC FAST,Yes,DEALERSHIP,35310,5000,32130,3,STANDARD,61,4.6,  Charging  ,No,18,29730,332.6
502167,1159,8/6/2023,17-Aug-23,personal,SOUTH,malaysia,Shah Alam,FamilyEV XL,70 kWh,442,  DC Fast  ,Yes,Online,"33,360",5000,"29,030",7,STANDARD,40,9.4,charging,No,17.9,22240 km,536.28
502168,2762,13/6/2024,28-Jun-24,  Personal  ,West,Thailand,Chiang Mai,EcoRide 5,100,603,supercharger,Yes,Online,33890,5000,28910,5,PREMIUM,38,3.45,NONE,No,13.7,29120,
502169,1780,8/8/2022,22/8/2022,  Personal  ,south,thailand,Bangkok,FamilyEV XL,100,642,dc fast,No,Corporate Fleet,45080,0,45180,6,standard,54,6.3,Software,No,13.3,18920,627.51
502170,2143,13/7/2024,28/7/2024,Personal,,thailand,  Chiang Mai  ,UrbanEV,50,284,AC,No,Online,58450,2500,56930,5,EXTENDED,56,8.6,NONE,No,23.9,29830,433.68
502171,1892,5/2/2023,02-17-2023,fleet,East,Malaysia,  Kuala Lumpur  ,EcoRide 5,90,547,  Supercharger  ,Yes,dealership,"42,210",7500,"36,240",4,STANDARD,69,4.5,none,No,17.8,"20,350",345.09
502172,2112,28-Dec-23,12-31-2023,personal,  South  ,Malaysia,kuala lumpur,EcoRide 3,75,430,AC,Yes,online,40950,5000,,6,Premium,36,6.5,  Charging  ,No,19.4,20430,202.99
502173,1328,17-Sep-24,09-27-2024,  Personal  ,south,Malaysia,  Shah Alam  ,EcoRide 5,70,371,AC,Yes,Dealership,44620,0,,4,STANDARD,51,9.4,  None  ,No,18.7,9570,257.64
502174,1579,17-Jun-24,5/7/2024,Personal,EAST,malaysia,Penang,FamilyEV XL,70,459,  Supercharger  ,No,  Online  ,39500,2500,38660,4,  Standard  ,50,7.1,software,No,18.4,15680,290.47
502175,2933,7/5/2024,22-May-24,FLEET,,  Thailand  ,BANGKOK,EcoRide 5,75,437,HOME CHARGER,No,Dealership,36030,2500,32650,3,  Extended  ,53,9.8,  None  ,No,20.8,17090,762.08
502176,2380,03-14-2024,19/3/2024,CORPORATE,WEST,malaysia,kuala lumpur,UrbanEV,100,566,,Yes,  Online  ,40420,2500,37940,3,Standard,47,,  Software  ,No,23.7,9340,263.59
502177,2633,5/5/2023,10/5/2023,  Personal  ,  West  ,INDONESIA,SURABAYA,FamilyEV XL,50,288,ac,No,dealership,43410,0,42720,5,  Premium  ,46,3.45,NONE,No,18.7,15960,
502178,2290,26-Jul-24,8/2/2024,PERSONAL,SOUTH,MALAYSIA,johor bahru,UrbanEV,60,404,SUPERCHARGER,No,dealership,58020,0,58760,3,Standard,44,7.7,software,No,17.4,26810,357.64
502179,2640,23-Apr-24,5/6/2024,  Personal  ,east,MALAYSIA,Johor Bahru,EcoRide 5,60,391,DC Fast,No,DEALERSHIP,41580,5000,34120,4,  Premium  ,62,3.25,  None  ,No,20.1,27580,706.43
502180,1951,24-Sep-22,10/3/2022,  Fleet  ,South,singapore,singapore,UrbanEV,100,591,,No,Dealership,46360,1000,46090,7,  Extended  ,40,8,NONE,No,16.3,10200,594.35
502181,2346,23/2/2022,3/7/2022,Corporate,EAST,  Malaysia  ,Penang,EcoRide 5,100,634,  AC  ,No,Corporate Fleet,35400,1000,35560,3,Extended,55,,charging,No,13.4,33640,448.84
502182,1634,12/6/2023,24/6/2023,Corporate,  South  ,INDONESIA,Jakarta,VoltX Pro,90,,AC,Yes,DEALERSHIP,49860,5000,45520,4,  Premium  ,27,7.7,SOFTWARE,No,19,27870,183.65
502183,1987,9/8/2023,12/9/2023,Personal,WEST,MALAYSIA,JOHOR BAHRU,EcoRide 5,70,435,SUPERCHARGER,No,online,39820,2500,36490,6,  Extended  ,45,7.4,CHARGING,No,14.3,36560,473.67
502184,2564,12-18-2024,23/12/2024,Government,EAST,  Singapore  ,singapore,VoltX S,75,437,DC Fast,No,online,37090,7500,26050,7,STANDARD,63,6.1,none,No,14.6,29750,640.12
502185,2672,29-Nov-24,9-Dec-24,  Personal  ,  West  ,Indonesia,  Surabaya  ,UrbanEV,100,617,HOME CHARGER,Yes,online,,0,37120,3,STANDARD,29,8,none,No,13.2,35240,746.44
502186,2218,12/8/2024,25/8/2024,FLEET,WEST,THAILAND,chiang mai,UrbanEV,100,545,,Yes,online,40510,2500,38660,4,standard,44,7.8,None,No,10,24930,100
502187,1920,21-Jan-23,5/2/2023,Personal,west,  Malaysia  ,  Johor Bahru  ,EcoRide 3,80 kWh,,DC FAST,Yes,Dealership,"36,910",0,"36,890",5,  Extended  ,47,6.5,none,No,13,16570 km,311.93
502188,1737,4-Jan-24,13-Jan-24,Corporate,west,  Singapore  ,  Singapore  ,EcoRide 3,50,304,HOME CHARGER,Yes,  Corporate Fleet  ,47040,0,47920,5,Standard,56,9.9,software,No,17.3,23830,485.56
502189,2355,17/12/2023,1-Jan-24,PERSONAL,south,thailand,CHIANG MAI,VoltX S,60,364,ac,Yes,  Dealership  ,37410,0,,4,STANDARD,66,8.5,Charging,No,20.6,6330,715.83
502190,1169,12/10/2023,16-Oct-23,  Fleet  ,south,VIETNAM,hanoi,UrbanEV,50,271,DC Fast,No,dealership,49520,2500,46750,4,STANDARD,33,9.1,  Motor  ,No,15.4,20870,
502191,1520,27/10/2022,4/11/2022,corporate,south,  Indonesia  ,surabaya,UrbanEV,50,281,AC,Yes,  Online  ,41440,2500,40540,4,  Extended  ,,,  None  ,No,14.9,21680,245.51
502192,2486,01-30-2023,2/10/2023,personal,North,malaysia,Penang,EcoRide 3,90,555,dc fast,Yes,  Online  ,38580,1000,36890,4,STANDARD,51,2.25,,No,16.8,28760,371.74
502193,1039,16-Aug-23,20/8/2023,Personal,EAST,vietnam,  Hanoi  ,EcoRide 3,50,306,  AC  ,No,DEALERSHIP,40220,0,40870,4,premium,51,10,Charging,No,16.8,23450,184.22
502194,2560,29/5/2023,06-18-2023,corporate,East,Malaysia,KUALA LUMPUR,EcoRide 5,75,470,AC,No,online,37890,2500,36170,5,Standard,34,8.3,software,No,16.8,18910,100
502195,2284,01-31-2023,02-18-2023,PERSONAL,East,malaysia,  Kuala Lumpur  ,FamilyEV XL,90,,,Yes,Dealership,45150,0,47520,4,  Extended  ,40,8.5,,No,,12220,888.57
